{'text': '[Music]', 'start': 0.76, 'duration': 3.17}
{'text': 'actual economic value of the asset okay', 'start': 735.68, 'duration': 3.04}
{'text': 'so i go', 'start': 737.36, 'duration': 2.96}
{'text': 'trump therefore was not doing himself', 'start': 738.72, 'duration': 3.52}
{'text': 'any good insofar as he actually lost', 'start': 740.32, 'duration': 3.92}
{'text': 'money that he then got to deduct', 'start': 742.24, 'duration': 4.24}
{'text': 'and the times article notes that his tax', 'start': 744.24, 'duration': 4.08}
{'text': 'losses substantially exceeded the amount', 'start': 746.48, 'duration': 3.52}
{'text': 'of his depreciation deductions on', 'start': 748.32, 'duration': 3.28}
{'text': 'business property', 'start': 750.0, 'duration': 4.399}
{'text': 'trump famously said in 2016 i loved', 'start': 751.6, 'duration': 3.919}
{'text': 'appreciation', 'start': 754.399, 'duration': 3.281}
{'text': 'and while he might given its legally', 'start': 755.519, 'duration': 3.841}
{'text': 'authorizing deductions for supposed', 'start': 757.68, 'duration': 3.2}
{'text': 'losses in the value of properties that', 'start': 759.36, 'duration': 1.919}
{'text': 'may', 'start': 760.88, 'duration': 2.56}
{'text': 'actually so far as one knows be gaining', 'start': 761.279, 'duration': 3.841}
{'text': 'value the entire time', 'start': 763.44, 'duration': 3.92}
{'text': 'however losses well in excess of', 'start': 765.12, 'duration': 4.64}
{'text': 'depreciation deductions offer evidence', 'start': 767.36, 'duration': 4.8}
{'text': 'admittedly not definitive of herman tax', 'start': 769.76, 'duration': 4.48}
{'text': 'shelter type results', 'start': 772.16, 'duration': 4.479}
{'text': 'a related point is that there is no tax', 'start': 774.24, 'duration': 3.039}
{'text': 'abuse', 'start': 776.639, 'duration': 3.361}
{'text': 'as such in using losses incurred in one', 'start': 777.279, 'duration': 5.12}
{'text': 'year to offset taxable income earned in', 'start': 780.0, 'duration': 4.16}
{'text': 'another year', 'start': 782.399, 'duration': 4.081}
{'text': 'if the tax system allows such use of the', 'start': 784.16, 'duration': 3.28}
{'text': 'net operating', 'start': 786.48, 'duration': 3.84}
{'text': 'losses suppose that taxpayer a earns', 'start': 787.44, 'duration': 4.399}
{'text': 'zero in both year one', 'start': 790.32, 'duration': 4.319}
{'text': 'and year two while taxpayer b has a five', 'start': 791.839, 'duration': 4.481}
{'text': 'million dollar loss in year one', 'start': 794.639, 'duration': 3.921}
{'text': 'and a five million dollar profit in year', 'start': 796.32, 'duration': 3.12}
{'text': 'two', 'start': 798.56, 'duration': 3.04}
{'text': 'they have both netted to zero net income', 'start': 799.44, 'duration': 3.519}
{'text': 'over two years', 'start': 801.6, 'duration': 3.359}
{'text': "ignoring the negative time value of b's", 'start': 802.959, 'duration': 4.56}
{'text': 'having incurred losses before gains', 'start': 804.959, 'duration': 4.88}
{'text': "so we shouldn't mind if in full legal", 'start': 807.519, 'duration': 3.601}
{'text': 'compliance with the rules', 'start': 809.839, 'duration': 3.521}
{'text': 'b manages to avoid paying any tax in', 'start': 811.12, 'duration': 3.04}
{'text': 'year two', 'start': 813.36, 'duration': 3.039}
{'text': 'because the loss carry forward offsets', 'start': 814.16, 'duration': 3.76}
{'text': 'his net income for the year', 'start': 816.399, 'duration': 4.0}
{'text': 'true we we therefore should distinguish', 'start': 817.92, 'duration': 3.76}
{'text': 'between a', 'start': 820.399, 'duration': 2.961}
{'text': "trump's losing so much money over the", 'start': 821.68, 'duration': 4.32}
{'text': 'years be it from bad luck bad judgment', 'start': 823.36, 'duration': 2.96}
{'text': 'or', 'start': 826.0, 'duration': 3.199}
{'text': 'incompetence and b is also taking a', 'start': 826.32, 'duration': 4.639}
{'text': 'number of tax positions that as i', 'start': 829.199, 'duration': 3.76}
{'text': 'discussed next appear to be questionable', 'start': 830.959, 'duration': 3.521}
{'text': 'or even fraudulent', 'start': 832.959, 'duration': 4.401}
{'text': 'the real losses rightfully offset tax on', 'start': 834.48, 'duration': 3.76}
{'text': 'the gains', 'start': 837.36, 'duration': 3.12}
{'text': 'insofar as using them in the way he did', 'start': 838.24, 'duration': 3.839}
{'text': 'was legally permissible', 'start': 840.48, 'duration': 3.84}
{'text': 'and the adverse inferences to be drawn', 'start': 842.079, 'duration': 4.481}
{'text': 'from them lie outside the tax system', 'start': 844.32, 'duration': 4.079}
{'text': 'although again as per the fallacy in the', 'start': 846.56, 'duration': 3.04}
{'text': 'hermann tax shelter', 'start': 848.399, 'duration': 5.841}
{'text': 'they do not reflect clever tax planning', 'start': 849.6, 'duration': 7.599}
{'text': 'five the ongoing irs audit dispute', 'start': 854.24, 'duration': 5.52}
{'text': 'regarding a 72.5 million dollar loss', 'start': 857.199, 'duration': 3.601}
{'text': 'deductions looks', 'start': 859.76, 'duration': 3.84}
{'text': 'very bad for trump the times article', 'start': 860.8, 'duration': 3.839}
{'text': 'suggests that the key', 'start': 863.6, 'duration': 3.039}
{'text': 'issue for most or all of this claimed', 'start': 864.639, 'duration': 3.44}
{'text': 'loss is a worthless', 'start': 866.639, 'duration': 3.841}
{'text': 'stock deduction from abandoning his', 'start': 868.079, 'duration': 4.481}
{'text': 'interest in the disastrous atlantic city', 'start': 870.48, 'duration': 3.68}
{'text': 'casino venture', 'start': 872.56, 'duration': 3.2}
{'text': 'many years ago when i was in tax', 'start': 874.16, 'duration': 3.6}
{'text': 'practice i actually worked on this', 'start': 875.76, 'duration': 4.16}
{'text': 'precise legal issue for a corporate', 'start': 877.76, 'duration': 3.92}
{'text': 'client of my law firm', 'start': 879.92, 'duration': 4.4}
{'text': "so i'm quite familiar with it when you", 'start': 881.68, 'duration': 4.88}
{'text': "own equity such as trump's partnership", 'start': 884.32, 'duration': 4.56}
{'text': 'interests in the atlantic city activity', 'start': 886.56, 'duration': 4.399}
{'text': 'that has lost enormous value', 'start': 888.88, 'duration': 4.639}
{'text': 'typically the equity constitutes a', 'start': 890.959, 'duration': 5.201}
{'text': 'capital asset', 'start': 893.519, 'duration': 4.801}
{'text': 'if you sell it for an enormous loss that', 'start': 896.16, 'duration': 3.919}
{'text': 'is only a capital loss', 'start': 898.32, 'duration': 3.6}
{'text': 'and deduction of the loss is limited to', 'start': 900.079, 'duration': 3.921}
{'text': 'the sum of a net capital gains for the', 'start': 901.92, 'duration': 3.039}
{'text': 'year and b', 'start': 904.0, 'duration': 3.68}
{'text': 'three thousand dollars disallowed losses', 'start': 904.959, 'duration': 4.081}
{'text': 'are carried forward but at three', 'start': 907.68, 'duration': 3.12}
{'text': 'thousand dollars per year they may be', 'start': 909.04, 'duration': 2.159}
{'text': 'worth', 'start': 910.8, 'duration': 2.64}
{'text': 'very little unless your income in future', 'start': 911.199, 'duration': 3.521}
{'text': 'years includes', 'start': 913.44, 'duration': 3.6}
{'text': 'large capital gains but if the', 'start': 914.72, 'duration': 4.16}
{'text': 'investment is utterly worthless and you', 'start': 917.04, 'duration': 4.0}
{'text': 'abandon it for zero consideration', 'start': 918.88, 'duration': 5.199}
{'text': 'it becomes an ordinary loss i.e one that', 'start': 921.04, 'duration': 4.479}
{'text': 'is not subject to the limits on', 'start': 924.079, 'duration': 3.921}
{'text': 'deducting capital losses', 'start': 925.519, 'duration': 4.081}
{'text': 'trump apparently did this with his', 'start': 928.0, 'duration': 3.68}
{'text': 'atlantic city partnership interest and', 'start': 929.6, 'duration': 4.0}
{'text': 'claimed an ordinary loss that seems to', 'start': 931.68, 'duration': 2.959}
{'text': 'have made up', 'start': 933.6, 'duration': 4.479}
{'text': 'much or all of the 72.5 million dollars', 'start': 934.639, 'duration': 5.2}
{'text': 'but he received back a five percent', 'start': 938.079, 'duration': 3.361}
{'text': 'interest in the stock of the new', 'start': 939.839, 'duration': 4.081}
{'text': 'entity as the times article rightly', 'start': 941.44, 'duration': 3.839}
{'text': 'notes this should', 'start': 943.92, 'duration': 3.76}
{'text': 'this could establish that the entire', 'start': 945.279, 'duration': 4.24}
{'text': 'abandonment loss claim was legally', 'start': 947.68, 'duration': 4.079}
{'text': 'invalid', 'start': 949.519, 'duration': 3.921}
{'text': 'he would merely have sold his once', 'start': 951.759, 'duration': 4.481}
{'text': 'valuable asset for a large capital loss', 'start': 953.44, 'duration': 5.12}
{'text': 'the use of which would be sharply', 'start': 956.24, 'duration': 3.039}
{'text': 'restricted', 'start': 958.56, 'duration': 3.519}
{'text': 'as described above the times noted that', 'start': 959.279, 'duration': 5.201}
{'text': 'losing on this issue as it appears he', 'start': 962.079, 'duration': 4.56}
{'text': 'should if the stated facts are accurate', 'start': 964.48, 'duration': 3.84}
{'text': 'and relevantly complete', 'start': 966.639, 'duration': 3.601}
{'text': 'would cause him to owe the irs about a', 'start': 968.32, 'duration': 3.439}
{'text': 'hundred million dollars', 'start': 970.24, 'duration': 4.159}
{'text': 'given interest on the prior refund this', 'start': 971.759, 'duration': 4.64}
{'text': 'leaves aside the possibility of civil', 'start': 974.399, 'duration': 4.081}
{'text': 'or criminal tax penalties for claiming', 'start': 976.399, 'duration': 3.68}
{'text': 'an abandonment loss despite', 'start': 978.48, 'duration': 4.479}
{'text': 'receiving consideration back the', 'start': 980.079, 'duration': 4.481}
{'text': "consulting fees that trump's", 'start': 982.959, 'duration': 3.761}
{'text': 'various foreign businesses paid to', 'start': 984.56, 'duration': 3.92}
{'text': 'ivanka trump and others look', 'start': 986.72, 'duration': 5.76}
{'text': 'potentially fraudulent the times article', 'start': 988.48, 'duration': 5.2}
{'text': 'cites 20', 'start': 992.48, 'duration': 3.2}
{'text': 'consulting fees that foreign trump', 'start': 993.68, 'duration': 4.32}
{'text': 'businesses regularly deducted', 'start': 995.68, 'duration': 4.399}
{'text': 'by reason of paying them to unnamed', 'start': 998.0, 'duration': 3.519}
{'text': 'consultants', 'start': 1000.079, 'duration': 3.361}
{'text': 'some of these fees pertain to activities', 'start': 1001.519, 'duration': 4.0}
{'text': "in which trump's role as an investor was", 'start': 1003.44, 'duration': 4.56}
{'text': 'ostensibly entirely passive', 'start': 1005.519, 'duration': 4.0}
{'text': "meaning that he wasn't engaged in making", 'start': 1008.0, 'duration': 3.199}
{'text': 'any of the business decisions', 'start': 1009.519, 'duration': 3.281}
{'text': 'consulting fees also appear to have been', 'start': 1011.199, 'duration': 3.521}
{'text': 'paid to family members such as ivanka', 'start': 1012.8, 'duration': 2.88}
{'text': 'trump', 'start': 1014.72, 'duration': 2.799}
{'text': 'she got consulting fees with respect to', 'start': 1015.68, 'duration': 3.599}
{'text': 'businesses for which she simultaneously', 'start': 1017.519, 'duration': 3.361}
{'text': 'worked as an executive', 'start': 1019.279, 'duration': 5.201}
{'text': 'and thus as an employee based on what', 'start': 1020.88, 'duration': 5.6}
{'text': 'the article says several different types', 'start': 1024.48, 'duration': 4.24}
{'text': 'of fraud may have been involved here', 'start': 1026.48, 'duration': 4.079}
{'text': 'fees paid to family members who did not', 'start': 1028.72, 'duration': 3.52}
{'text': 'provide services in return would be', 'start': 1030.559, 'duration': 4.561}
{'text': 'improper deductions', 'start': 1032.24, 'duration': 4.88}
{'text': 'real quick so here is an example of an', 'start': 1035.12, 'duration': 3.6}
{'text': 'actual charity fraud okay', 'start': 1037.12, 'duration': 4.4}
{'text': "let's say that i want to um let's say", 'start': 1038.72, 'duration': 4.56}
{'text': 'that i want to pass money off to other', 'start': 1041.52, 'duration': 2.399}
{'text': 'people', 'start': 1043.28, 'duration': 2.88}
{'text': "and i don't well wait what is the tax", 'start': 1043.919, 'duration': 3.601}
{'text': 'break there if i create a charitable', 'start': 1046.16, 'duration': 2.879}
{'text': 'organization i donate that money to a', 'start': 1047.52, 'duration': 2.56}
{'text': 'charitable organization to write that', 'start': 1049.039, 'duration': 1.841}
{'text': 'off and then that charitable', 'start': 1050.08, 'duration': 1.92}
{'text': 'organization pays out', 'start': 1050.88, 'duration': 2.88}
{'text': 'wages to family members or consulting', 'start': 1052.0, 'duration': 3.2}
{'text': 'fees to family members', 'start': 1053.76, 'duration': 4.56}
{'text': 'um i guess they would', 'start': 1055.2, 'duration': 6.719}
{'text': 'i guess they would pay lower tax rates', 'start': 1058.32, 'duration': 5.12}
{'text': 'than if you would have just paid taxes', 'start': 1061.919, 'duration': 2.64}
{'text': 'on the money yourself and given it to', 'start': 1063.44, 'duration': 1.599}
{'text': 'them', 'start': 1064.559, 'duration': 1.681}
{'text': "but why wouldn't you just pay them", 'start': 1065.039, 'duration': 2.961}
{'text': 'directly can somebody tell me that cause', 'start': 1066.24, 'duration': 3.6}
{'text': 'somebody explain how that', 'start': 1068.0, 'duration': 4.72}
{'text': 'is beneficial from a tax fraud um they', 'start': 1069.84, 'duration': 4.719}
{'text': 'would pay income tax but at lower rates', 'start': 1072.72, 'duration': 3.28}
{'text': "yeah okay so here let's say that i want", 'start': 1074.559, 'duration': 2.801}
{'text': 'to tax fraud to nathan i create a', 'start': 1076.0, 'duration': 2.559}
{'text': 'charity donate a million dollars a', 'start': 1077.36, 'duration': 2.64}
{'text': 'charity nathan pays himself 50', 'start': 1078.559, 'duration': 2.801}
{'text': '000 a year out of that charity he pays', 'start': 1080.0, 'duration': 3.28}
{'text': "at a lower rate why though wouldn't i", 'start': 1081.36, 'duration': 3.439}
{'text': 'just pay nathan myself', 'start': 1083.28, 'duration': 3.279}
{'text': 'at a and then and then write that off on', 'start': 1084.799, 'duration': 3.281}
{'text': 'my own income and then he pays taxes on', 'start': 1086.559, 'duration': 2.0}
{'text': 'that', 'start': 1088.08, 'duration': 2.479}
{'text': 'awesome gift lawsuit how much you can', 'start': 1088.559, 'duration': 3.841}
