{'text': 'at least', 'start': 6.14, 'duration': 3.34}
{'text': 'advice that you give to single mothers', 'start': 851.94, 'duration': 7.86}
{'text': 'um you said you said basically what is', 'start': 855.54, 'duration': 7.38}
{'text': 'your value or what what do you have that', 'start': 859.8, 'duration': 5.039}
{'text': 'nobody else has', 'start': 862.92, 'duration': 4.979}
{'text': 'is that is that like an accurate', 'start': 864.839, 'duration': 4.68}
{'text': "um it's that's like a general piece of", 'start': 867.899, 'duration': 3.18}
{'text': "advice I'd give if I'm trying to", 'start': 869.519, 'duration': 2.521}
{'text': 'remember what we were talking about on', 'start': 871.079, 'duration': 2.401}
{'text': 'the show it probably has to do with the', 'start': 872.04, 'duration': 3.78}
{'text': 'idea of like dating as a single mom is', 'start': 873.48, 'duration': 5.52}
{'text': 'generally really hard because like kids', 'start': 875.82, 'duration': 4.319}
{'text': 'and stuff are going to be like a big', 'start': 879.0, 'duration': 2.82}
{'text': 'deal breaker for a lot of guys or past', 'start': 880.139, 'duration': 3.901}
{'text': 'drama with other baby daddies can be', 'start': 881.82, 'duration': 4.199}
{'text': 'like a really big deal for a lot of guys', 'start': 884.04, 'duration': 3.359}
{'text': 'so you have to be offering something', 'start': 886.019, 'duration': 3.601}
{'text': 'like usually exceptional or be like in', 'start': 887.399, 'duration': 3.721}
{'text': 'an exceptional area I guess', 'start': 889.62, 'duration': 2.579}
{'text': "um otherwise you're you're just playing", 'start': 891.12, 'duration': 2.159}
{'text': "from behind not that it's like", 'start': 892.199, 'duration': 2.221}
{'text': "impossible to find anybody but that it's", 'start': 893.279, 'duration': 3.781}
{'text': 'pretty rough I think as a single mom', 'start': 894.42, 'duration': 4.56}
{'text': "okay so and that's what I'm saying so", 'start': 897.06, 'duration': 5.219}
{'text': "that that's 100 that's that's right it's", 'start': 898.98, 'duration': 5.34}
{'text': 'obviously difficult dating particularly', 'start': 902.279, 'duration': 4.321}
{'text': 'for women particularly for black women', 'start': 904.32, 'duration': 5.4}
{'text': "yeah um it's very difficult if if they", 'start': 906.6, 'duration': 5.099}
{'text': 'want to date as single mothers but then', 'start': 909.72, 'duration': 4.08}
{'text': 'my I sort of thought to myself well if', 'start': 911.699, 'duration': 3.781}
{'text': 'men', 'start': 913.8, 'duration': 4.62}
{'text': 'um are sort of you know men are kind of', 'start': 915.48, 'duration': 4.859}
{'text': 'at our all-time low you know socially', 'start': 918.42, 'duration': 4.979}
{'text': 'sexually academically', 'start': 920.339, 'duration': 5.101}
{'text': 'um maybe', 'start': 923.399, 'duration': 5.281}
{'text': "maybe it shouldn't be that hard for", 'start': 925.44, 'duration': 5.1}
{'text': 'single mothers like do you know do you', 'start': 928.68, 'duration': 3.599}
{'text': "know what I'm trying to say", 'start': 930.54, 'duration': 3.72}
{'text': "no yeah you're making like it's like the", 'start': 932.279, 'duration': 3.541}
{'text': "reverse um it's like the reverse", 'start': 934.26, 'duration': 3.36}
{'text': "argument of what they're saying when", 'start': 935.82, 'duration': 3.18}
{'text': 'um they claim that like women standards', 'start': 937.62, 'duration': 2.82}
{'text': "are too high maybe men's standards are", 'start': 939.0, 'duration': 4.139}
{'text': 'too high right yeah well so my thing is', 'start': 940.44, 'duration': 5.16}
{'text': 'when especially booty goon Samuels so', 'start': 943.139, 'duration': 4.44}
{'text': 'Kevin Samuels that was not', 'start': 945.6, 'duration': 5.34}
{'text': 'just like shocker I did not like Kevin', 'start': 947.579, 'duration': 6.361}
{'text': 'booty goon Samuels but', 'start': 950.94, 'duration': 5.399}
{'text': "um I've heard you sort of reiterate some", 'start': 953.94, 'duration': 4.38}
{'text': 'of his talking points or', 'start': 956.339, 'duration': 5.041}
{'text': 'um is that is he someone that you', 'start': 958.32, 'duration': 4.98}
{'text': 'like did anything resonate with you did', 'start': 961.38, 'duration': 4.44}
{'text': 'you agree with him or I would imagine I', 'start': 963.3, 'duration': 4.979}
{'text': 'probably like broadly agree with a lot', 'start': 965.82, 'duration': 4.079}
{'text': "of what he says it's just gonna depend", 'start': 968.279, 'duration': 3.721}
{'text': 'on usually when it comes to like the red', 'start': 969.899, 'duration': 4.141}
{'text': "pill guys usually I'm gonna kind of", 'start': 972.0, 'duration': 3.66}
{'text': 'agree when it comes to like talking', 'start': 974.04, 'duration': 3.78}
{'text': 'about what dating Dynamics are and', 'start': 975.66, 'duration': 3.9}
{'text': "usually where I'm gonna not agree is", 'start': 977.82, 'duration': 3.06}
{'text': 'when people start to get like really', 'start': 979.56, 'duration': 4.139}
{'text': 'weird about why they are that way', 'start': 980.88, 'duration': 4.44}
{'text': 'um or or like sometimes people just go', 'start': 983.699, 'duration': 3.421}
{'text': "into weird areas with it but it's just", 'start': 985.32, 'duration': 3.78}
{'text': "gonna depends on on it's gonna depend on", 'start': 987.12, 'duration': 3.18}
{'text': 'the person on the piece of advice I', 'start': 989.1, 'duration': 3.299}
{'text': 'guess yeah', 'start': 990.3, 'duration': 4.08}
{'text': 'okay so maybe before I even go into that', 'start': 992.399, 'duration': 5.701}
{'text': 'how how red pill are you', 'start': 994.38, 'duration': 4.399}
{'text': 'um', 'start': 998.1, 'duration': 3.96}
{'text': 'like if if you had to quantify it or if', 'start': 998.779, 'duration': 5.74}
{'text': 'you what are some red pill talking', 'start': 1002.06, 'duration': 4.74}
{'text': 'points that you absolutely that', 'start': 1004.519, 'duration': 4.38}
{'text': 'absolutely resonate with you', 'start': 1006.8, 'duration': 5.52}
{'text': "uh it's gonna depend [\xa0__\xa0] that's such a", 'start': 1008.899, 'duration': 4.981}
{'text': "lame answer I'm sorry", 'start': 1012.32, 'duration': 2.819}
{'text': "um it's probably easy to go through a", 'start': 1013.88, 'duration': 2.399}
{'text': 'conversation and just talk through', 'start': 1015.139, 'duration': 2.161}
{'text': "things because there's gonna be some", 'start': 1016.279, 'duration': 2.041}
{'text': "things where it's like oh yeah this is", 'start': 1017.3, 'duration': 2.219}
{'text': "probably true so like they're gonna be", 'start': 1018.32, 'duration': 2.939}
{'text': 'broad facts about dating that I probably', 'start': 1019.519, 'duration': 3.421}
{'text': 'agree like for instance men tend to look', 'start': 1021.259, 'duration': 3.42}
{'text': 'for younger women women tend to look for', 'start': 1022.94, 'duration': 2.82}
{'text': 'guys that are earning more money than', 'start': 1024.679, 'duration': 2.52}
{'text': 'them like I think those things broadly', 'start': 1025.76, 'duration': 3.0}
{'text': 'speaking are true', 'start': 1027.199, 'duration': 3.061}
{'text': "um but like I'm not going to be on this", 'start': 1028.76, 'duration': 3.36}
{'text': 'like when fresh and fitter like uh men', 'start': 1030.26, 'duration': 3.539}
{'text': 'have to become something and women just', 'start': 1032.12, 'duration': 2.939}
{'text': "are like I'm not gonna believe in any of", 'start': 1033.799, 'duration': 2.64}
{'text': "that [\xa0__\xa0] uh so it's just it's gonna", 'start': 1035.059, 'duration': 3.24}
{'text': "just it's gonna depend yeah it's gonna", 'start': 1036.439, 'duration': 4.14}
{'text': "depend like if I'm in like a if I'm in", 'start': 1038.299, 'duration': 3.9}
{'text': 'like a super Progressive Community I', 'start': 1040.579, 'duration': 3.84}
{'text': 'might come off as like Ultra red pilled', 'start': 1042.199, 'duration': 3.6}
{'text': "um but if I'm with like a bunch of red", 'start': 1044.419, 'duration': 2.821}
{'text': 'pill guys', 'start': 1045.799, 'duration': 3.241}
{'text': "um like I'm a bisexual dude in a", 'start': 1047.24, 'duration': 3.42}
{'text': "polyamorous relationship like I'm gonna", 'start': 1049.04, 'duration': 3.06}
{'text': 'come off as like an ultra cuck and', 'start': 1050.66, 'duration': 2.46}
{'text': "they're gonna all call me like the f", 'start': 1052.1, 'duration': 2.88}
{'text': 'word like so I mean it super depends on', 'start': 1053.12, 'duration': 3.54}
{'text': "it depends on which Community I'm in and", 'start': 1054.98, 'duration': 3.42}
{'text': "and what issues we're talking about I", 'start': 1056.66, 'duration': 3.86}
{'text': 'guess', 'start': 1058.4, 'duration': 2.12}
{'text': 'um', 'start': 1062.0, 'duration': 3.9}
{'text': 'Okay so', 'start': 1062.9, 'duration': 6.659}
{'text': 'so you think that women generally or as', 'start': 1065.9, 'duration': 5.1}
{'text': 'a general matter you think that women', 'start': 1069.559, 'duration': 3.901}
{'text': 'and and so this is kind of the thing and', 'start': 1071.0, 'duration': 4.2}
{'text': "I don't want to and I know that for you", 'start': 1073.46, 'duration': 3.48}
{'text': "this is I don't think this is your thing", 'start': 1075.2, 'duration': 4.14}
{'text': "I've I've been binge watch some of your", 'start': 1076.94, 'duration': 4.44}
{'text': 'streams I I heard you discuss black', 'start': 1079.34, 'duration': 4.38}
{'text': 'issues when there were black people on', 'start': 1081.38, 'duration': 4.38}
{'text': 'the podcast', 'start': 1083.72, 'duration': 4.26}
{'text': "um but I don't know how much you want to", 'start': 1085.76, 'duration': 3.36}
{'text': "lean into it like I don't know how", 'start': 1087.98, 'duration': 2.88}
{'text': 'comfortable you are but when you say', 'start': 1089.12, 'duration': 3.299}
{'text': 'that women', 'start': 1090.86, 'duration': 4.26}
{'text': 'um overvalue themselves in the I [\xa0__\xa0]', 'start': 1092.419, 'duration': 5.221}
{'text': 'hate this word in the dating Market is', 'start': 1095.12, 'duration': 4.2}
{'text': "that and that and that's a red pill", 'start': 1097.64, 'duration': 3.36}
{'text': 'talking point right is that something', 'start': 1099.32, 'duration': 3.78}
{'text': 'that you look with', 'start': 1101.0, 'duration': 5.58}
{'text': "um hmm that's that's really hard to", 'start': 1103.1, 'duration': 6.36}
{'text': "quantify so here's like a general thing", 'start': 1106.58, 'duration': 5.459}
{'text': 'in society that I think is kind of true', 'start': 1109.46, 'duration': 4.68}
{'text': "and that's that like women have been", 'start': 1112.039, 'duration': 4.14}
{'text': 'hyped up on like some Ultra girl power', 'start': 1114.14, 'duration': 4.2}
{'text': "[\xa0__\xa0] for quite a while and it's a little", 'start': 1116.179, 'duration': 5.041}
{'text': 'bit cringe sometimes it feels that way', 'start': 1118.34, 'duration': 4.86}
{'text': 'um but like this is also something', 'start': 1121.22, 'duration': 3.54}
{'text': "that's true and that's like a lot of men", 'start': 1123.2, 'duration': 3.78}
{'text': 'are actual just [\xa0__\xa0] trash', 'start': 1124.76, 'duration': 3.539}
{'text': "um and like I don't know how much I want", 'start': 1126.98, 'duration': 3.059}
{'text': 'to hold women responsible for that so', 'start': 1128.299, 'duration': 3.301}
{'text': "it's it's really going to depend on the", 'start': 1130.039, 'duration': 3.421}
{'text': "type of community that I'm it's going to", 'start': 1131.6, 'duration': 2.88}
{'text': "depend on the type of community I'm", 'start': 1133.46, 'duration': 2.28}
{'text': 'talking to', 'start': 1134.48, 'duration': 2.64}
{'text': 'um like at this point like I work kind', 'start': 1135.74, 'duration': 3.0}
{'text': 'of an entertainment like when I find out', 'start': 1137.12, 'duration': 3.36}
{'text': 'that like other colleagues of mine are', 'start': 1138.74, 'duration': 3.179}
{'text': "like kind of like raping [\xa0__\xa0] like it's", 'start': 1140.48, 'duration': 2.819}
{'text': 'not even surprising anymore like so many', 'start': 1141.919, 'duration': 2.64}
{'text': 'men are just like actually [\xa0__\xa0]', 'start': 1143.299, 'duration': 2.401}
{'text': 'disgusting', 'start': 1144.559, 'duration': 2.881}
{'text': 'um so like and then when I like look at', 'start': 1145.7, 'duration': 3.24}
{'text': 'how you know the average young man lives', 'start': 1147.44, 'duration': 3.119}
{'text': 'his life and I see that like a lot of', 'start': 1148.94, 'duration': 3.54}
{'text': 'men are just like actual [\xa0__\xa0] slobs', 'start': 1150.559, 'duration': 3.721}
{'text': "uh they they can't take care of", 'start': 1152.48, 'duration': 2.819}
{'text': "themselves at all they don't know how to", 'start': 1154.28, 'duration': 2.82}
{'text': "do laundry or dishes they can't even", 'start': 1155.299, 'duration': 3.24}
{'text': 'hold like any normal job they play video', 'start': 1157.1, 'duration': 2.699}
{'text': "games all day and it's like okay well I", 'start': 1158.539, 'duration': 2.701}
{'text': "don't really blame you know women for", 'start': 1159.799, 'duration': 2.401}
{'text': 'thinking that a lot of these guys are', 'start': 1161.24, 'duration': 2.28}
{'text': 'losers', 'start': 1162.2, 'duration': 2.7}
{'text': 'um so yeah but I mean it goes back and', 'start': 1163.52, 'duration': 2.7}
{'text': 'forth this is not this is an answer', 'start': 1164.9, 'duration': 2.58}
{'text': "where it's like I feel like the argument", 'start': 1166.22, 'duration': 3.0}
{'text': 'is really gonna or your feelings are', 'start': 1167.48, 'duration': 2.88}
{'text': 'really going to depend on the type of', 'start': 1169.22, 'duration': 3.18}
